__ID__,__Targets__
811,1
812,1
813,1
814,1
815,0
816,0
817,0
818,0
819,0
820,1
821,1
822,0
823,1
824,0
825,1
826,1
827,1
828,1
829,1
830,1
831,0
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,1
842,1
843,1
844,1
845,1
846,0
847,0
848,1
849,1
850,1
851,0
852,1
853,0
854,1
855,1
856,0
857,0
858,1
859,0
860,1
861,1
862,1
863,1
864,0
865,1
866,1
867,1
868,1
869,1
870,0
871,0
872,1
873,0
874,0
875,1
876,1
877,1
878,1
879,1
880,1
881,1
882,1
883,1
884,1
885,1
886,1
887,1
888,1
889,1
890,1
891,1
892,0
893,1
894,1
895,1
896,1
897,1
898,1
899,1
900,1
901,1
902,0
903,1
904,1
905,0
906,0
907,1
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,0
926,0
927,1
928,0
929,0
930,1
931,0
932,1
933,0
934,0
935,0
936,0
937,0
938,1
939,1
940,0
941,1
942,1
943,1
944,1
945,1
946,0
947,0
948,0
949,0
950,0
951,1
952,1
953,0
954,1
955,0
956,0
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,0
966,1
967,1
968,1
969,1
970,1
971,1
972,1
973,1
974,1
975,0
976,1
977,0
978,1
979,0
980,1
981,1
982,1
983,1
984,0
985,1
986,1
987,1
988,0
989,1
990,1
991,0
992,0
993,0
994,1
995,1
996,0
997,1
998,1
999,1
1000,1
1001,0
1002,1
1003,1
1004,1
1005,1
1006,1
1007,0
1008,1
1009,1
1010,1
1011,1
1012,1
1013,0
1014,0
1015,0
1016,0
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,0
1028,1
1029,0
1030,1
1031,1
1032,1
1033,1
1034,0
1035,1
1036,0
1037,0
1038,1
1039,0
1040,0
1041,0
1042,0
1043,0
1044,1
1045,0
1046,0
1047,0
1048,0
1049,1
1050,0
1051,1
1052,0
1053,0
1054,0
1055,0
1056,1
1057,0
1058,1
1059,0
1060,1
1061,0
1062,0
1063,0
1064,1
1065,0
1066,1
1067,1
1068,1
1069,1
1070,1
1071,0
1072,1
1073,0
1074,1
1075,1
1076,1
1077,0
1078,0
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,0
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,0
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0
1103,0
1104,0
1105,1
1106,1
1107,1
1108,1
1109,0
1110,1
1111,1
1112,1
1113,0
1114,0
1115,1
1116,0
1117,0
1118,0
1119,0
1120,1
1121,1
1122,1
1123,0
1124,0
1125,1
1126,1
1127,1
1128,0
1129,1
1130,1
1131,1
1132,0
1133,0
1134,0
1135,1
1136,1
1137,1
1138,0
1139,0
1140,1
1141,0
1142,0
1143,0
1144,0
1145,0
1146,0
1147,0
1148,1
1149,0
1150,0
1151,0
1152,0
1153,1
1154,0
1155,0
1156,1
1157,1
1158,1
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,0
1166,0
1167,1
1168,0
1169,1
1170,1
1171,0
1172,1
1173,0
1174,1
1175,0
1176,1
1177,1
1178,0
1179,0
1180,0
1181,1
1182,0
1183,1
1184,1
1185,0
1186,0
1187,1
1188,1
1189,0
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,0
1203,1
1204,1
1205,0
1206,1
1207,0
1208,1
1209,1
1210,1
1211,0
1212,1
1213,1
1214,1
1215,0
1216,1
1217,0
1218,1
1219,1
1220,1
1221,1
1222,1
1223,0
1224,1
1225,1
1226,1
1227,0
1228,1
1229,0
1230,1
1231,1
1232,1
1233,1
1234,1
1235,0
1236,1
1237,0
1238,1
1239,0
1240,1
1241,1
1242,1
1243,1
1244,0
1245,0
1246,1
1247,1
1248,1
1249,0
1250,1
1251,0
1252,1
1253,1
1254,0
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1263,1
1264,0
1265,1
1266,1
1267,1
1268,0
1269,1
1270,1
1271,0
1272,0
1273,0
1274,1
1275,1
1276,1
1277,0
1278,1
1279,1
1280,1
1281,1
1282,0
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,1
1290,1
1291,1
1292,1
1293,0
1294,0
1295,1
1296,1
1297,1
1298,1
1299,0
1300,1
1301,0
1302,1
1303,1
1304,0
1305,1
1306,1
1307,0
1308,1
1309,1
1310,1
1311,1
1312,0
1313,0
1314,1
1315,1
1316,1
1317,0
1318,1
1319,0
1320,1
1321,1
1322,1
1323,0
1324,1
1325,1
1326,1
1327,1
1328,1
1329,0
1330,0
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,0
1338,0
1339,1
1340,1
1341,0
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,0
1350,1
1351,1
1352,1
1353,0
1354,0
1355,0
1356,1
1357,1
1358,1
1359,1
1360,1
1361,1
1362,1
1363,0
1364,0
1365,1
1366,1
1367,0
1368,1
1369,0
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,1
1381,1
1382,1
1383,1
1384,1
1385,0
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,1
1396,1
1397,1
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,0
1405,0
1406,1
1407,1
1408,1
1409,1
1410,1
1411,1
1412,1
1413,1
1414,1
1415,0
1416,1
1417,0
1418,0
1419,1
1420,0
1421,1
1422,0
1423,0
1424,1
1425,1
1426,1
1427,0
1428,1
1429,0
1430,0
1431,0
1432,1
1433,1
1434,0
1435,0
1436,0
1437,1
1438,0
1439,0
1440,0
1441,0
1442,0
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,0
1452,1
1453,1
1454,0
1455,0
1456,1
1457,1
1458,1
1459,1
1460,1
1461,1
1462,1
1463,1
1464,1
1465,0
1466,1
1467,1
1468,0
1469,0
1470,1
1471,1
1472,0
1473,1
1474,0
1475,1
1476,0
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,0
1484,0
1485,1
1486,1
1487,1
1488,1
1489,0
1490,1
1491,0
1492,0
1493,1
1494,1
1495,1
1496,0
1497,1
1498,1
1499,1
1500,1
1501,0
1502,0
1503,1
1504,1
1505,1
1506,1
1507,1
1508,1
1509,0
1510,0
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,0
1520,1
1521,0
1522,0
1523,1
1524,1
1525,0
1526,1
1527,1
1528,1
1529,1
1530,0
1531,1
1532,1
1533,1
1534,1
1535,1
1536,0
1537,1
1538,1
1539,1
1540,1
1541,0
1542,1
1543,1
1544,0
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,0
1559,0
1560,1
1561,0
1562,1
1563,1
1564,0
1565,1
1566,0
1567,0
1568,1
1569,0
1570,0
1571,1
1572,1
1573,0
1574,0
1575,1
1576,1
1577,0
1578,0
1579,0
1580,0
1581,1
1582,1
1583,0
1584,1
1585,0
1586,0
1587,1
1588,0
1589,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,0
1597,1
1598,1
1599,1
1600,1
1601,1
1602,0
1603,1
1604,0
1605,1
1606,1
1607,1
1608,0
1609,1
1610,1
1611,1
1612,1
1613,1
1614,0
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,0
1622,1
1623,1
1624,1
1625,1
1626,1
1627,0
1628,1
1629,1
1630,0
1631,1
1632,1
1633,1
1634,1
1635,1
1636,0
1637,1
1638,0
1639,0
1640,0
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,0
1649,0
1650,1
1651,1
1652,0
1653,1
1654,0
1655,0
1656,0
1657,1
1658,0
1659,0
1660,1
1661,1
1662,1
1663,1
1664,0
1665,1
1666,0
1667,1
1668,1
1669,1
1670,1
1671,1
1672,0
1673,0
1674,1
1675,0
1676,1
1677,1
1678,1
1679,0
1680,0
1681,1
1682,1
1683,1
1684,1
1685,1
1686,0
1687,1
1688,0
1689,1
1690,0
1691,1
1692,1
1693,0
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,0
1702,0
1703,0
1704,0
1705,1
1706,1
1707,0
1708,0
1709,0
1710,0
1711,0
1712,1
1713,1
1714,0
1715,1
1716,1
1717,1
1718,0
1719,1
1720,1
1721,1
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,0
1729,1
1730,1
1731,1
1732,0
1733,1
1734,1
1735,1
1736,0
1737,1
1738,0
1739,0
1740,1
1741,1
1742,1
1743,1
1744,0
1745,0
1746,0
1747,1
1748,0
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,0
1757,0
1758,0
1759,0
1760,1
1761,1
1762,1
1763,1
1764,0
1765,0
1766,0
1767,0
1768,0
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,0
1777,1
1778,1
1779,1
1780,0
1781,0
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,0
1789,1
1790,0
1791,0
1792,1
1793,0
1794,0
1795,1
1796,0
1797,1
1798,1
1799,1
1800,1
1801,0
1802,1
1803,1
1804,1
1805,0
1806,0
1807,1
1808,0
1809,1
1810,1
1811,0
1812,1
1813,1
1814,1
1815,1
1816,1
1817,0
1818,1
1819,1
1820,1
1821,0
1822,1
1823,1
1824,0
1825,0
1826,0
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,0
1836,1
1837,1
1838,1
1839,1
1840,0
1841,1
1842,1
1843,1
1844,1
1845,0
1846,0
1847,0
1848,0
1849,1
1850,1
1851,1
1852,1
1853,0
1854,1
1855,1
1856,0
1857,0
1858,0
1859,1
1860,1
1861,1
1862,1
1863,0
1864,1
1865,1
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,0
1873,0
1874,0
1875,0
1876,1
1877,1
1878,1
1879,1
1880,0
1881,1
1882,0
1883,0
1884,0
1885,1
1886,0
1887,0
1888,0
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,0
1902,1
1903,0
1904,1
1905,1
1906,0
1907,1
1908,1
1909,0
1910,0
1911,1
1912,1
1913,1
1914,1
1915,1
1916,0
1917,1
1918,1
1919,1
1920,1
1921,0
1922,0
1923,0
1924,0
1925,1
1926,1
1927,0
1928,1
1929,0
1930,1
1931,0
1932,1
1933,0
1934,1
1935,0
1936,1
1937,1
1938,0
1939,0
1940,0
1941,0
1942,0
1943,0
1944,0
1945,1
1946,1
1947,0
1948,1
1949,0
1950,0
1951,0
1952,1
1953,1
1954,0
1955,0
1956,0
1957,1
1958,1
1959,0
1960,0
1961,0
1962,0
1963,1
1964,0
1965,1
1966,1
1967,1
1968,1
1969,1
1970,1
1971,1
1972,0
1973,0
1974,0
1975,1
1976,0
1977,1
1978,1
1979,1
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,1
1987,0
1988,1
1989,1
1990,0
1991,1
1992,0
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,1
2000,0
2001,0
2002,1
2003,1
2004,1
2005,1
2006,1
2007,1
2008,0
2009,1
2010,1
2011,0
2012,0
2013,1
2014,0
2015,1
2016,1
2017,0
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,0
2025,0
2026,0
2027,0
2028,1
2029,1
2030,1
2031,0
2032,1
2033,0
2034,0
2035,0
2036,1
2037,0
2038,0
2039,0
2040,1
2041,0
2042,1
2043,1
2044,1
2045,0
2046,0
2047,0
2048,0
2049,1
2050,0
2051,0
2052,0
2053,0
2054,0
2055,1
2056,0
2057,1
2058,0
2059,0
2060,0
2061,1
2062,0
2063,0
2064,1
2065,0
2066,0
2067,0
2068,1
2069,1
2070,1
2071,1
2072,0
2073,0
2074,1
2075,0
2076,0
2077,1
2078,1
2079,0
2080,0
2081,0
2082,1
2083,0
2084,1
2085,1
2086,0
2087,1
2088,1
2089,1
2090,0
2091,0
2092,0
2093,0
2094,0
2095,0
2096,0
2097,0
2098,1
2099,0
2100,0
2101,1
2102,0
2103,0
2104,0
2105,0
2106,0
2107,1
2108,1
2109,1
2110,0
2111,0
2112,0
2113,0
2114,1
2115,0
2116,0
2117,0
2118,1
2119,0
2120,0
2121,1
2122,0
2123,0
2124,1
2125,0
2126,0
2127,0
2128,1
2129,0
2130,0
2131,1
2132,1
2133,1
2134,1
2135,0
2136,1
2137,0
2138,0
2139,0
2140,0
2141,0
2142,0
2143,1
2144,1
2145,1
2146,1
2147,0
2148,0
2149,1
2150,1
2151,0
2152,1
2153,1
2154,0
2155,0
2156,0
2157,1
2158,1
2159,0
2160,1
2161,1
2162,1
2163,1
2164,0
2165,0
2166,0
2167,1
2168,1
2169,1
2170,1
2171,1
2172,0
2173,0
2174,1
2175,1
2176,0
2177,1
2178,0
2179,1
2180,1
2181,1
2182,0
2183,0
2184,1
2185,1
2186,0
2187,0
2188,1
2189,1
2190,1
2191,0
2192,1
2193,1
2194,1
2195,0
2196,1
2197,1
2198,0
2199,1
2200,0
2201,1
2202,0
2203,0
2204,0
2205,0
2206,1
2207,1
2208,0
2209,1
2210,1
2211,1
2212,1
2213,1
2214,0
2215,1
2216,0
2217,1
2218,1
2219,1
2220,1
2221,1
2222,1
2223,1
2224,1
2225,0
2226,0
2227,0
2228,1
2229,1
2230,1
2231,1
2232,1
2233,0
2234,0
2235,1
2236,0
2237,0
2238,1
2239,1
2240,0
2241,0
2242,0
2243,0
2244,0
2245,1
2246,0
2247,1
2248,1
2249,0
2250,1
2251,1
2252,0
2253,0
2254,1
2255,1
2256,0
2257,1
2258,0
2259,1
2260,0
2261,1
2262,1
2263,0
2264,1
2265,0
2266,0
2267,1
2268,1
2269,1
2270,1
2271,1
2272,1
2273,0
2274,1
2275,0
2276,1
2277,1
2278,1
2279,0
2280,1
2281,1
2282,0
2283,0
2284,0
2285,0
2286,0
2287,0
2288,0
2289,1
2290,1
2291,1
2292,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,1
2299,1
2300,1
2301,0
2302,0
2303,0
2304,1
2305,1
2306,0
2307,0
2308,0
2309,1
2310,0
2311,1
2312,0
2313,1
2314,1
2315,1
2316,1
2317,0
2318,0
2319,1
2320,1
2321,0
2322,1
2323,1
2324,0
2325,1
2326,0
2327,1
2328,0
2329,0
2330,1
2331,0
2332,1
2333,1
2334,0
2335,0
2336,0
2337,0
2338,0
2339,1
2340,1
2341,0
2342,1
2343,0
2344,1
2345,1
2346,0
2347,1
2348,1
2349,0
2350,0
2351,1
2352,1
2353,1
2354,1
2355,1
2356,1
2357,0
2358,0
2359,0
2360,1
2361,0
2362,1
2363,0
2364,0
2365,0
2366,0
2367,1
2368,1
2369,1
2370,1
2371,0
2372,0
2373,0
2374,1
2375,1
2376,1
2377,1
2378,0
2379,0
2380,0
2381,1
2382,1
2383,1
2384,1
2385,0
2386,0
2387,0
2388,0
2389,1
2390,1
2391,1
2392,1
2393,1
2394,0
2395,0
2396,0
2397,1
2398,1
2399,1
2400,0
2401,0
2402,1
2403,1
2404,0
2405,0
2406,1
2407,1
2408,0
2409,0
2410,1
2411,1
2412,0
2413,0
2414,0
2415,0
2416,1
2417,0
2418,0
2419,0
2420,1
2421,0
2422,0
2423,1
2424,0
2425,1
2426,1
2427,1
2428,1
2429,1
2430,0
2431,0
2432,0
2433,1
2434,1
2435,0
2436,0
2437,1
2438,0
2439,1
2440,0
2441,1
2442,0
2443,0
2444,0
2445,0
2446,0
2447,1
2448,1
2449,1
2450,0
2451,0
2452,1
2453,1
2454,0
2455,1
2456,1
2457,1
2458,1
2459,0
2460,0
2461,0
2462,0
2463,1
2464,0
2465,0
2466,0
2467,1
2468,1
2469,0
2470,0
2471,1
2472,1
2473,1
2474,1
2475,0
2476,1
2477,1
2478,1
2479,1
2480,0
2481,1
2482,1
2483,1
2484,0
2485,1
2486,0
2487,1
2488,1
2489,1
2490,1
2491,0
2492,1
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,1
2500,0
2501,0
2502,0
2503,0
2504,1
2505,1
2506,1
2507,1
2508,1
2509,0
2510,1
2511,1
2512,1
2513,0
2514,1
2515,1
2516,1
2517,1
2518,1
2519,0
2520,0
2521,1
2522,1
2523,0
2524,0
2525,1
2526,1
2527,1
2528,1
2529,0
2530,1
2531,0
2532,0
2533,0
2534,1
2535,1
2536,1
2537,1
2538,1
2539,0
2540,0
2541,1
2542,0
2543,1
2544,1
2545,1
2546,0
2547,0
2548,1
2549,0
2550,0
2551,1
2552,0
2553,1
2554,1
2555,1
2556,0
2557,1
2558,1
2559,0
2560,1
2561,0
2562,1
2563,0
2564,1
2565,0
2566,1
2567,0
2568,1
2569,1
2570,0
2571,1
2572,0
2573,0
2574,0
2575,1
2576,0
2577,0
2578,1
2579,1
2580,0
2581,1
2582,1
2583,1
2584,1
2585,1
2586,1
2587,1
2588,1
2589,0
2590,1
2591,1
2592,0
2593,0
2594,1
2595,0
2596,0
2597,1
2598,0
2599,1
2600,1
2601,0
2602,1
2603,1
2604,1
2605,1
2606,1
2607,1
2608,1
2609,1
2610,0
2611,0
2612,1
2613,0
2614,0
2615,1
2616,1
2617,1
2618,1
2619,1
2620,0
2621,0
2622,1
2623,1
2624,0
2625,0
2626,1
2627,1
2628,1
2629,0
2630,1
2631,1
2632,0
2633,0
2634,0
2635,1
2636,0
2637,0
2638,1
2639,1
2640,1
2641,0
2642,0
2643,0
2644,1
2645,1
2646,1
2647,0
2648,1
2649,1
2650,0
2651,0
2652,1
2653,0
2654,0
2655,0
2656,0
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,1
2665,0
2666,1
2667,1
2668,1
2669,0
2670,1
2671,1
2672,1
2673,1
2674,1
2675,1
2676,1
2677,1
2678,0
2679,1
2680,1
2681,1
2682,1
2683,0
2684,1
2685,1
2686,1
2687,0
2688,1
2689,1
2690,1
2691,1
2692,1
2693,1
2694,1
2695,1
2696,1
2697,0
2698,1
2699,1
2700,1
2701,0
2702,0
2703,0
2704,1
2705,1
2706,1
2707,0
2708,1
2709,0
2710,0
2711,0
2712,0
2713,1
2714,1
2715,1
2716,0
2717,1
2718,1
2719,1
2720,1
2721,0
2722,1
2723,1
2724,1
2725,0
2726,1
2727,1
2728,1
2729,1
2730,0
2731,0
2732,0
2733,1
2734,1
2735,1
2736,1
2737,1
2738,0
2739,1
2740,1
2741,0
2742,1
2743,1
2744,1
2745,1
2746,1
2747,1
2748,1
2749,1
2750,1
2751,1
2752,1
2753,1
2754,0
2755,0
2756,1
2757,0
2758,1
2759,1
2760,1
2761,0
2762,0
2763,1
2764,1
2765,1
2766,1
2767,1
2768,1
2769,0
2770,1
2771,1
2772,1
2773,1
2774,1
2775,1
2776,1
2777,1
2778,1
2779,0
2780,0
2781,1
2782,1
2783,1
2784,1
2785,0
2786,1
2787,0
2788,0
2789,0
2790,1
2791,0
2792,0
2793,1
2794,0
2795,1
2796,1
2797,0
2798,1
2799,1
2800,0
2801,0
2802,1
2803,1
2804,1
2805,1
2806,0
2807,0
2808,1
2809,1
2810,1
2811,0
2812,1
2813,1
2814,1
2815,0
2816,0
2817,1
2818,0
2819,1
2820,0
2821,0
2822,0
2823,1
2824,1
2825,1
2826,1
2827,1
2828,1
2829,0
2830,0
2831,0
2832,1
2833,1
2834,1
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,1
2843,1
2844,0
2845,1
2846,1
2847,0
2848,0
2849,0
2850,0
2851,0
2852,0
2853,1
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,1
2862,1
2863,1
2864,1
2865,1
2866,1
2867,1
2868,0
2869,1
2870,1
2871,1
2872,1
2873,1
2874,1
2875,1
2876,0
2877,0
2878,1
2879,1
2880,0
2881,1
2882,0
2883,1
2884,1
2885,1
2886,0
2887,0
2888,0
2889,1
2890,1
2891,1
2892,0
2893,1
2894,1
2895,0
2896,0
2897,0
2898,0
2899,0
2900,1
2901,1
2902,0
2903,1
2904,1
2905,0
2906,0
2907,1
2908,1
2909,1
2910,0
2911,0
2912,1
2913,0
2914,1
2915,1
2916,1
2917,1
2918,1
2919,0
2920,0
2921,1
2922,1
2923,1
2924,1
2925,0
2926,1
2927,1
2928,1
2929,1
2930,1
2931,1
2932,1
2933,1
2934,0
2935,0
2936,0
2937,0
2938,1
2939,1
2940,1
2941,0
2942,0
2943,1
2944,1
2945,1
2946,1
2947,1
2948,1
2949,1
2950,0
2951,0
2952,0
2953,0
2954,1
2955,0
2956,1
2957,1
2958,0
2959,1
2960,1
2961,1
2962,0
2963,1
2964,0
2965,1
2966,1
2967,1
2968,0
2969,1
2970,0
2971,0
2972,1
2973,1
2974,1
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,1
2987,1
2988,1
2989,1
2990,1
2991,1
2992,1
2993,1
2994,1
